PROVIDER_ID,HAI_1_DEN_VOL,HAI_2_DEN_VOL,HAI_3_DEN_VOL,HAI_4_DEN_VOL,HAI_5_DEN_VOL,HAI_6_DEN_VOL,HAI_1_DEN_PRED,HAI_2_DEN_PRED,HAI_3_DEN_PRED,HAI_4_DEN_PRED,HAI_5_DEN_PRED,HAI_6_DEN_PRED,HAI_1,HAI_2,HAI_3,HAI_4,HAI_5,HAI_6,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,EDAC_30_HF,READM_30_COPD,EDAC_30_AMI,EDAC_30_PN,MORT_30_STK,MORT_30_PN,MORT_30_HF,MORT_30_COPD,MORT_30_AMI,COMP_HIP_KNEE,READM_30_HOSP_WIDE_DEN,READM_30_HIP_KNEE_DEN,EDAC_30_HF_DEN,READM_30_COPD_DEN,EDAC_30_AMI_DEN,EDAC_30_PN_DEN,MORT_30_STK_DEN,MORT_30_PN_DEN,MORT_30_HF_DEN,MORT_30_COPD_DEN,MORT_30_AMI_DEN,COMP_HIP_KNEE_DEN,OP_2,OP_2_DEN,OP_3B,OP_3B_DEN,OP_8,OP_8_DEN,OP_10,OP_10_DEN,OP_13,OP_13_DEN,OP_18B,OP_18B_DEN,OP_22,OP_22_DEN,OP_23,OP_23_DEN,OP_29,OP_29_DEN,PSI_4_SURG_COMP,PSI_4_SURG_COMP_DEN,PSI_90_SAFETY,IMM_3_DEN,IMM_3,HCP_COVID_19_DEN,HCP_COVID_19,PC_01,PC_01_DEN,SEP_1,SEP_1_DEN,H_RESP_RATE_P,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_GLOB_STAR_RATING,H_INDI_STAR_RATING,H_NUMB_COMP,PSI_90_SAFETY_DEN,MORT_30_CABG,MORT_30_CABG_DEN,READM_30_CABG,READM_30_CABG_DEN,OP_32,OP_32_DEN,OP_35_ADM,OP_35_ADM_DEN,OP_35_ED,OP_35_ED_DEN,OP_36,OP_36_DEN,Facility_ID,Facility_Name,State,ZIP_Code,County_Parish
320021,14504.0,13440.0,475.0,386.0,224142.0,203102.0,13.698,11.422,12.763,3.478,11.004,137.768,0.803,0.525,1.019,1.438,0.727,0.559,0.136,0.0559999999999999,-17.4,0.16,14.0,15.5,0.16,0.177,0.0969999999999999,0.084,0.1169999999999999,0.0409999999999999,4271.0,155.0,739.0,201.0,373.0,688.0,350.0,697.0,682.0,196.0,343.0,153.0,,,,,0.519,,0.053,,0.038,,317.0,352.0,0.09,136897.0,0.2,82.0,0.95,79.0,166.43,161.0,1.01,9011.0,0.75,9288.0,0.305,0.06,49.0,0.23,75.0,17.0,3.0,3.0,3.0,3.0,2.0,2.0,3.5,3.0,1289.0,3724.035100000001,0.024,91.0,0.1119999999999999,90.0,11.8,1717.0,11.0,372.0,6.6,372.0,0.9,753.0,320021,PRESBYTERIAN HOSPITAL,NM,87106,BERNALILLO
320022,,,,,,9845.0,,,,,,5.065,,,,,,0.395,0.1369999999999999,0.044,8.3,0.186,,51.1,0.161,0.221,0.126,0.098,,0.031,398.0,35.0,80.0,58.0,,147.0,28.0,141.0,79.0,59.0,,29.0,,,,,,,0.085,,,,206.0,383.0,0.05,30464.0,0.07,30.0,0.41,108.0,,,0.87,578.0,0.69,485.0,0.221,0.03,34.0,0.32,82.0,12.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,237.0,309.62690000000003,,,,,15.5,335.0,9.9,55.0,6.0,55.0,0.8,79.0,320022,PLAINS REGIONAL MEDICAL CENTER,NM,88101,CURRY
320030,,,,,,,,,,,,,,,,,,,0.149,0.048,,,,-19.9,,0.166,,,,0.033,138.0,124.0,,,,27.0,,27.0,,,,116.0,,,,,0.345,,0.074,,0.038,,97.0,406.0,0.01,13152.0,,,0.92,12.0,,,0.95,489.0,0.52,449.0,0.013,,,0.42,40.0,,,,,,,,,,,168.23010000000002,,,,,14.4,106.0,,,,,1.2,140.0,320030,ARTESIA GENERAL HOSPITAL,NM,88210,EDDY
320033,,,,,,,,,,,,,,,,,,,0.144,,,,,-14.7,,0.201,,,,,176.0,,,,,58.0,,55.0,,,,,,,,,,,0.111,,0.034,,150.0,371.0,0.01,8429.0,,,0.98,100.0,,,0.97,266.0,0.77,257.0,0.178,,,0.61,31.0,31.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,126.0,74.44369999999999,,,,,12.2,668.0,,,,,1.3,84.0,320033,LOS ALAMOS MEDICAL CENTER,NM,87544,LOS ALAMOS
320057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320057,SANTA FE PHS INDIAN HOSPITAL,NM,87501,SANTA FE
320059,,,,,,8394.0,,,,,,2.99,,,,,,0.669,0.152,,0.7,,,0.6,,0.1889999999999999,0.134,,,,283.0,,45.0,,,66.0,,68.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,0.95,1023.0,0.94,999.0,0.5770000000000001,0.28,112.0,0.42,153.0,13.0,2.0,3.0,3.0,4.0,2.0,2.0,2.5,3.5,150.0,169.80309999999997,,,,,,,,,,,,,320059,NORTHERN NAVAJO MEDICAL CENTER,NM,87420,SAN JUAN
32005F,1819.0,4700.0,,,,,1.769,4.538,,,,,1.696,0.881,,,,,0.136,0.046,-21.8,0.187,7.8,11.2,,0.143,0.078,0.079,0.118,0.0409999999999999,2514.0,100.0,555.0,149.0,140.0,414.0,,346.0,453.0,132.0,129.0,93.0,,,,,,,,,,,,,,,,,,,188.12,48.0,1.52,,,,,,,,,31.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,490.0,1715.3013999999998,,,,,,,,,,,,,32005F,VA NEW MEXICO HEALTHCARE SYSTEM,NM,87108,BERNALILLO
320060,,,,,,,,,,,,,,,,,,,0.146,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,0.95,211.0,0.289,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,87327,MCKINLEY
320061,,2080.0,,,,10778.0,,1.534,,,,4.598,,0.0,,,,1.087,0.148,,-2.0,,,13.5,,0.147,0.11,,,,295.0,,35.0,,,61.0,,61.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.97,1162.0,0.95,1138.0,0.298,0.0,18.0,0.37,109.0,9.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,151.0,178.2663,,,,,,,,,,,,,320061,GALLUP INDIAN MEDICAL CENTER,NM,87301,MCKINLEY
320062,,,,,,,,,,,,,,,,,,,0.146,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,0.98,377.0,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,320062,CROWNPOINT HEALTHCARE FACILITY,NM,87313,MCKINLEY
320063,,1346.0,,,,7695.0,,1.259,,,,3.727,,0.794,,,,1.073,0.147,,7.0,0.1969999999999999,36.6,6.8,,0.2239999999999999,0.109,0.109,0.108,,360.0,,63.0,42.0,50.0,134.0,,142.0,54.0,32.0,55.0,,,,,,,,0.0819999999999999,,0.0,,190.0,371.0,0.05,23005.0,,,0.71,63.0,,,0.93,446.0,0.28,419.0,0.8640000000000001,0.02,43.0,0.54,127.0,12.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,212.0,216.3234,,,,,13.6,350.0,,,,,0.9,63.0,320063,CARLSBAD MEDICAL CENTER,NM,88220,EDDY
320065,,,,,,3819.0,,,,,,1.147,,,,,,0.0,0.142,,-22.0,0.175,,-31.1,,0.218,0.158,0.126,,,178.0,,50.0,26.0,,55.0,,66.0,50.0,28.0,,,,,,,,,0.046,,,,148.0,377.0,0.08,16754.0,0.64,14.0,0.45,20.0,,,0.92,251.0,0.57,309.0,0.026,0.07,42.0,0.34,87.0,,,,,,,,,,,111.1259,,,,,,,,,,,,,320065,COVENANT HEALTH HOBBS HOSPITAL,NM,88240,LEA
320074,,,,,,6941.0,,,,,,3.94,,,,,,0.254,0.143,,-31.6,,,15.1,,0.163,0.125,,,,260.0,,38.0,,,87.0,,94.0,34.0,,,,,,,,,,0.0559999999999999,,,,161.0,371.0,0.01,23354.0,,,0.89,83.0,,,0.93,498.0,0.92,801.0,0.32,,,0.57,90.0,18.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,261.0,199.1106,,,,,14.4,278.0,,,,,0.8,152.0,320074,LOVELACE WESTSIDE HOSPITAL,NM,87114,BERNALILLO
320084,,,,,,,,,,,,,,,,,,,0.144,,,,,-12.0,,0.198,,,,,59.0,,,,,40.0,,36.0,,,,,,,,,,,0.016,,,,216.0,541.0,0.05,9111.0,,,,,,,0.99,279.0,0.75,273.0,0.285,,,0.0,18.0,,,,,,,,,,,36.2558,,,,,13.6,76.0,,,,,,,320084,ROOSEVELT GENERAL HOSPITAL,NM,88130,ROOSEVELT
320085,3636.0,5040.0,54.0,,39753.0,36104.0,3.399,5.172,1.499,,2.365,15.597,0.0,0.387,0.667,,1.268,0.641,0.153,,25.3,0.182,6.1,6.4,0.163,0.19,0.105,0.123,0.145,,1352.0,,254.0,67.0,144.0,275.0,108.0,288.0,237.0,64.0,138.0,,,,,,,,0.053,,0.066,,160.0,392.0,0.03,28773.0,0.33,15.0,0.81,64.0,180.64,52.0,1.18,1579.0,0.55,1427.0,0.013,0.1,42.0,0.38,146.0,16.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.5,634.0,1024.2705,0.038,57.0,0.106,53.0,13.3,241.0,9.6,25.0,5.3,25.0,1.3,230.0,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,88011,DONA ANA
320086,,,,,,,,,,,,,,,,,,,0.145,0.046,0.1,,,-20.0,,0.182,0.146,,,0.045,226.0,36.0,35.0,,,40.0,,38.0,38.0,,,34.0,,,,,,,0.193,,,,102.0,396.0,0.01,14231.0,,,1.0,43.0,,,0.96,530.0,0.74,474.0,0.602,0.12,60.0,0.58,12.0,12.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.5,133.0,201.7875,,,,,14.7,120.0,,,,,1.0,231.0,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,88201,CHAVES
320089,1466.0,1898.0,,,,12264.0,1.173,1.428,,,,12.03,0.0,1.401,,,,0.914,0.141,0.047,-21.7,0.184,,5.6,,0.133,0.1159999999999999,0.099,,0.043,501.0,27.0,62.0,26.0,,73.0,,72.0,63.0,26.0,,25.0,,,,,,,0.084,,,,303.0,387.0,0.06,23268.0,,,,,,,0.89,,,,,,,0.44,133.0,15.0,3.0,4.0,2.0,3.0,3.0,3.0,3.5,3.0,372.0,336.6907,,,,,13.6,203.0,,,,,1.0,177.0,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,NM,87144,SANDOVAL
320090,,,52.0,,,7022.0,,,1.292,,,2.81,,,0.0,,,0.356,0.144,,-17.7,,,2.9,,0.149,0.138,,,,192.0,,27.0,,,47.0,,51.0,25.0,,,,,,,,,,0.072,,0.0,,201.0,365.0,0.08,24522.0,0.0,11.0,1.0,75.0,,,0.94,604.0,0.83,528.0,0.432,0.14,14.0,0.32,47.0,16.0,3.0,4.0,3.0,3.0,2.0,3.0,3.5,3.0,238.0,175.39039999999997,,,,,12.7,223.0,,,,,0.7,225.0,320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,87507,SANTA FE
320091,,1889.0,,,,8874.0,,1.115,,,,3.248,,0.0,,,,1.232,0.15,0.0409999999999999,0.2,,,-4.8,,0.185,0.114,,0.12,,562.0,30.0,58.0,,,35.0,,34.0,51.0,,34.0,,,,,,,,0.049,,,,156.0,391.0,,,,,,,,,0.97,796.0,0.69,504.0,0.026,,,0.35,118.0,28.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.5,394.0,308.9994,,,,,,,,,,,1.4,217.0,320091,THREE CROSSES REGIONAL HOSPITAL LLC,NM,88001,DONA ANA
321300,,,,,,,,,,,,,,,,,,,0.146,,,,,,,0.166,,,,,52.0,,,,,,,26.0,,,,,,,,,,,0.099,,,,136.0,815.0,0.04,1512.0,,,,,,,,257.0,0.82,231.0,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,321300,SIERRA VISTA HOSPITAL,NM,87901,SIERRA
321301,,,,,,,,,,,,,,,,,,,0.145,,,,,-13.9,,0.193,,,,,39.0,,,,,26.0,,31.0,,,,,,,,,,,0.088,,,,116.0,352.0,0.03,10880.0,,,0.82,22.0,,,,218.0,0.78,179.0,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,321301,SOCORRO GENERAL HOSPITAL,NM,87801,SOCORRO
321302,,,,,,,,,,,,,,,,,,,0.147,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,0.1009999999999999,,,,130.0,344.0,0.0,4926.0,,,,,,,,88.0,0.68,87.0,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,88401,QUAY
321304,,,,,,,,,,,,,,,,,,,0.148,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,135.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321304,UNION COUNTY GENERAL HOSPITAL,NM,88415,UNION
321305,,,,,,,,,,,,,,,,,,,0.1369999999999999,,,,,-40.4,,0.173,,,,,109.0,,,,,57.0,,45.0,,,,,,,,,,,0.208,,0.06,,134.0,44.0,,,,,,,,,,698.0,0.81,,,,,,,15.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,105.0,,,,,,,,11.7,63.0,6.1,63.0,,,321305,NOR-LEA HOSPITAL DISTRICT,NM,88260,LEA
321306,,,,,,4889.0,,,,,,1.669,,,,,,0.599,0.1369999999999999,,12.9,0.183,,30.3,,0.209,0.118,0.099,,,225.0,,33.0,26.0,,77.0,,85.0,33.0,26.0,,,,,,,,,0.078,,,,138.0,380.0,0.02,16524.0,,,0.07,46.0,,,,423.0,0.61,378.0,0.114,0.13,23.0,,,15.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,158.0,,,,,,,,,,,,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM,88345,LINCOLN
321307,,,,,,,,,,,,,,,,,,,0.144,,,,,4.1,,0.214,,,,,59.0,,,,,42.0,,49.0,,,,,,,,,,,0.079,,,,118.0,398.0,,,,,,,,,,266.0,0.96,,,,,0.55,38.0,,,,,,,,,,,,,,,,,,,,,,,,321307,MINERS' COLFAX MEDICAL CENTER,NM,87740,COLFAX
321308,,,,,,,,,,,,,,,,,,,0.146,,,,,-29.7,,0.226,,,,,79.0,,,,,35.0,,32.0,,,,,,,,,,,0.051,,,,109.0,342.0,0.02,14339.0,,,,,,,,304.0,0.69,,,0.0,19.0,0.37,49.0,,,,,,,,,,,,,,,,13.0,32.0,,,,,,,321308,CIBOLA GENERAL HOSPITAL,NM,87020,CIBOLA
321309,,768.0,,,,3071.0,,1.876,,,,1.071,,0.0,,,,1.867,0.146,,,,,28.8,,0.177,0.1639999999999999,,,,105.0,,,,,39.0,,43.0,34.0,,,,,,,,,,0.04,,,,146.0,331.0,0.03,16099.0,0.82,11.0,0.98,46.0,,,,425.0,0.61,318.0,0.001,0.08,48.0,0.85,65.0,,,,,,,,,,,,,,,,13.6,56.0,,,,,,,321309,MIMBRES MEMORIAL HOSPITAL,NM,88030,LUNA
321310,,,,,,5136.0,,,,,,2.332,,,,,,0.858,0.142,,-12.1,,,-3.9,0.183,0.178,0.122,,,,284.0,,44.0,,,67.0,46.0,73.0,47.0,,,,,,,,,,0.023,,0.021,,108.0,376.0,0.03,16106.0,0.91,11.0,1.0,105.0,,,,966.0,0.86,603.0,0.923,0.0,42.0,0.9,110.0,18.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,189.0,,,,,,11.9,428.0,,,,,1.0,171.0,321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,NM,87571,TAOS
321311,,1191.0,,,,4744.0,,1.306,,,,2.155,,0.766,,,,1.392,0.145,0.043,-7.9,,,-26.8,,0.21,0.15,,,0.03,278.0,132.0,45.0,,,62.0,,65.0,40.0,,,118.0,,,,,,,0.08,,0.01,,166.0,337.0,0.02,16304.0,0.85,13.0,0.71,96.0,,,,562.0,0.57,558.0,0.295,0.02,43.0,0.51,37.0,19.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.5,133.0,,,,,,12.9,133.0,10.0,57.0,5.9,57.0,0.9,74.0,321311,GILA REGIONAL MEDICAL CENTER,NM,88061,GRANT
321312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321312,ALTA VISTA REGIONAL HOSPITAL,NM,87701,SAN MIGUEL
321313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321313,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM,87301,MCKINLEY
324010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324010,"BHC MESILLA VALLEY HOSPITAL, LLC",NM,88012,DONA ANA
324012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",NM,88008,DONA ANA
324013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,NM,87108,BERNALILLO
324014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,NM,87102,BERNALILLO
330005,41275.0,50830.0,548.0,529.0,222457.0,216488.0,42.079,69.723,15.1,4.108,17.069,131.036,0.76,0.688,0.728,0.73,1.113,0.618,0.147,0.046,21.4,0.1889999999999999,2.4,6.7,0.139,0.14,0.087,0.075,0.11,0.036,4284.0,93.0,782.0,265.0,314.0,571.0,647.0,534.0,659.0,244.0,285.0,88.0,,,,,,,0.032,,0.05,,228.0,464.0,0.04,165172.0,,,1.0,228.0,243.61,159.0,1.37,8063.0,0.51,7185.0,0.066,0.03,74.0,0.55,933.0,21.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3181.0,3883.0072,0.021,160.0,0.1119999999999999,158.0,13.3,717.0,9.6,134.0,5.8,134.0,0.7,1008.0,330005,KALEIDA HEALTH,NY,14210,ERIE
330006,1824.0,2010.0,,,16162.0,16162.0,1.475,1.574,,,1.012,5.557,0.678,1.906,,,0.988,0.72,0.152,,57.5,,,32.6,,0.176,0.111,,,,267.0,,38.0,,,77.0,,82.0,35.0,,,,,,,,,,0.035,,,,169.0,281.0,0.02,24538.0,,,1.0,145.0,,,1.0,1098.0,0.54,1104.0,0.0,,,0.35,147.0,10.0,2.0,3.0,1.0,2.0,3.0,2.0,1.5,3.0,153.0,273.7774,,,,,12.6,164.0,,,,,1.3,66.0,330006,ST JOSEPH'S MEDICAL CENTER,NY,10701,WESTCHESTER
330008,,,,,,5869.0,,,,,,2.062,,,,,,0.0,0.148,,-8.1,0.191,,49.8,,0.1939999999999999,0.141,0.109,,,219.0,,56.0,26.0,,137.0,,132.0,57.0,27.0,,,,,,,,,0.113,,,,132.0,554.0,0.01,13798.0,,,0.99,74.0,,,1.12,765.0,0.53,539.0,0.023,0.07,14.0,0.45,73.0,31.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,232.0,150.8294,,,,,12.9,198.0,,,,,,,330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,14569,WYOMING
330009,8155.0,9221.0,51.0,,123872.0,117924.0,8.666,12.034,1.545,,12.153,70.342,1.5,0.083,1.294,,0.576,0.426,0.154,,41.9,0.201,,29.6,0.1369999999999999,0.1369999999999999,0.094,0.088,0.111,,506.0,,97.0,40.0,,143.0,40.0,140.0,74.0,34.0,27.0,,,,,,,,0.121,,,,200.0,606.0,0.05,120350.0,0.36,11.0,1.0,117.0,,,0.92,,,2720.0,0.0279999999999999,0.0,30.0,0.62,151.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,552.0,595.8872999999999,,,,,13.0,91.0,,,,,,,330009,BRONXCARE HOSPITAL CENTER,NY,10456,BRONX
330011,6949.0,8279.0,84.0,,49165.0,48463.0,5.392,6.676,2.258,,3.892,22.563,1.298,0.15,1.329,,1.285,1.374,0.144,0.042,15.9,0.182,,10.2,0.145,0.171,0.153,0.089,0.1169999999999999,0.027,1356.0,220.0,352.0,83.0,,374.0,125.0,389.0,304.0,75.0,58.0,212.0,,,,,,,0.102,,0.032,,233.0,381.0,0.03,38409.0,,,0.91,65.0,175.1,42.0,1.78,3866.0,0.95,3144.0,0.002,0.0,24.0,0.57,118.0,42.0,2.0,2.0,2.0,2.0,3.0,2.0,2.5,2.5,1467.0,1112.8158999999998,,,,,12.6,1262.0,9.6,145.0,4.4,145.0,0.9,686.0,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,13905,BROOME
330013,50118.0,45743.0,462.0,197.0,224461.0,204370.0,54.368,63.294,12.658,1.876,22.511,105.664,0.717,0.616,1.422,0.533,0.844,0.416,0.141,0.045,-9.4,0.183,16.9,27.3,0.171,0.176,0.113,0.095,0.125,0.037,4173.0,53.0,471.0,139.0,350.0,308.0,589.0,329.0,435.0,127.0,311.0,55.0,,,,,,,0.0819999999999999,,0.052,,331.0,334.0,0.07,84183.0,,,0.96,96.0,205.53,271.0,1.27,12371.0,0.99,11330.0,0.012,0.0,34.0,0.36,125.0,21.0,2.0,2.0,1.0,2.0,2.0,1.0,1.5,1.0,1407.0,4278.1727,0.033,131.0,0.107,126.0,12.4,836.0,8.3,145.0,4.4,145.0,0.6,957.0,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,12208,ALBANY
330014,7047.0,7130.0,44.0,,79076.0,67589.0,7.632,9.705,1.363,,5.654,43.799,0.393,0.618,0.734,,1.238,0.457,0.152,,49.6,0.191,20.5,65.8,0.125,0.181,0.1119999999999999,0.086,0.13,,892.0,,205.0,71.0,84.0,146.0,167.0,153.0,192.0,68.0,125.0,,,,,,,,0.05,,,,216.0,370.0,0.04,106681.0,,,0.96,275.0,181.94,50.0,1.22,4684.0,0.59,3305.0,0.736,0.01,88.0,0.85,803.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,918.0,759.3541,,,,,13.2,141.0,,,,,,,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,11418,QUEENS
330019,,2563.0,,,,,,1.715,,,,,,0.0,,,,,0.165,,34.0,0.215,,90.2,0.163,0.196,0.105,0.076,0.128,,1955.0,,385.0,110.0,,369.0,44.0,426.0,348.0,100.0,54.0,,,,,,,,0.0,,,,185.0,369.0,0.01,28506.0,0.33,21.0,,,218.28,28.0,1.19,826.0,0.36,716.0,0.119,,,0.6,90.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,314.0,1337.0575,,,,,13.3,39.0,,,,,0.8,221.0,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,11229,KINGS
330023,10692.0,10008.0,308.0,165.0,110189.0,101272.0,11.203,12.14,7.999,1.322,7.525,47.266,0.803,0.412,0.5,0.0,0.266,0.465,0.146,,8.0,0.21,25.1,32.1,0.122,0.158,0.085,0.086,0.113,,4820.0,,1266.0,241.0,445.0,842.0,405.0,831.0,1075.0,223.0,356.0,,,,,,0.321,,0.071,,0.043,,307.0,342.0,0.02,55880.0,,,0.61,80.0,162.54,145.0,1.11,3090.0,0.56,3213.0,0.001,0.0,23.0,0.42,76.0,32.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2036.0,3756.6696,0.021,136.0,0.113,135.0,13.5,445.0,12.7,203.0,4.3,203.0,0.8,430.0,330023,VASSAR BROTHERS MEDICAL CENTER,NY,12601,DUTCHESS
330024,34225.0,39099.0,724.0,383.0,333134.0,304140.0,36.593,55.081,19.879,3.162,27.273,232.003,0.874,0.472,0.553,2.214,0.697,0.543,0.149,0.032,5.5,0.208,7.5,16.2,0.105,0.147,0.084,0.083,0.12,0.033,6764.0,442.0,881.0,161.0,269.0,537.0,376.0,566.0,761.0,139.0,175.0,394.0,,,,,,,0.026,,0.06,,234.0,757.0,0.02,166138.0,0.36,22.0,0.97,242.0,189.39,285.0,0.93,31942.0,0.81,30772.0,0.008,0.04,69.0,0.5,240.0,15.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.5,711.0,8268.2861,0.02,128.0,0.091,127.0,13.7,550.0,11.5,893.0,4.5,893.0,1.0,990.0,330024,MOUNT SINAI HOSPITAL,NY,10029,NEW YORK
330027,6548.0,7931.0,,,73340.0,70204.0,7.109,11.582,,,5.796,33.58,0.703,0.086,,,0.69,0.655,0.1669999999999999,,62.6,0.203,,72.7,0.129,0.222,0.11,0.131,0.126,,1348.0,,91.0,71.0,,141.0,68.0,167.0,81.0,67.0,27.0,,,,,,,,0.0139999999999999,,,,169.0,324.0,0.03,62207.0,,,1.0,84.0,220.85,35.0,1.13,4827.0,0.42,3497.0,0.0559999999999999,0.0,46.0,0.19,122.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1725.0,978.783,,,,,13.2,52.0,,,,,1.2,52.0,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,11554,NASSAU
330028,6294.0,9477.0,54.0,,58347.0,51258.0,6.808,13.317,1.503,,4.883,32.552,1.763,0.601,0.0,,1.638,0.768,0.157,0.053,26.7,0.187,30.1,56.7,0.127,0.1669999999999999,0.092,0.108,0.111,0.035,1033.0,39.0,122.0,69.0,72.0,240.0,74.0,259.0,112.0,69.0,80.0,34.0,,,,,,,0.031,,,,252.0,278.0,,,,,,,193.11,45.0,1.05,2900.0,0.64,3126.0,0.008,0.0,79.0,0.18,132.0,11.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,313.0,872.5759,,,,,11.4,784.0,11.5,27.0,5.2,27.0,1.4,201.0,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,10310,RICHMOND
330030,1871.0,3168.0,,,,22852.0,1.312,2.323,,,,6.788,0.762,0.43,,,,0.884,0.166,,25.7,0.196,,49.8,0.139,0.142,0.1159999999999999,0.087,,,543.0,,127.0,63.0,,123.0,29.0,121.0,117.0,52.0,,,,,,,,,0.064,,,,207.0,17024.0,0.04,23291.0,0.73,15.0,0.98,47.0,,,1.13,1130.0,0.65,965.0,0.076,0.0,19.0,0.51,76.0,22.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.5,790.0,395.0825,,,,,13.6,133.0,,,,,1.0,84.0,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,14513,WAYNE
